ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
754-76-6409|4568044731497|Kaitlin|Carter|F|68474 Patrick Parks|Wayland|MI|49348|42.6643|-85.6191|12153|Nurse, mental health|1974-04-02|412108371467|adults_2550_female_urban.json
732-14-7410|4637579145215|Brandon|Jackson|M|312 Jensen Mountains Apt. 074|Wisconsin Rapids|WI|54494|44.3758|-89.8062|34763|Paramedic|1962-08-06|813086507802|adults_50up_male_urban.json
855-20-0599|370438787535776|Kayla|Trevino|F|61620 April Crossing|Garden City|KS|67846|37.9769|-100.8621|33696|Dietitian|1948-06-30|481884024576|adults_50up_female_urban.json
040-55-8114|4286604164485951|Kristy|Martin|F|395 Kennedy Fords Suite 228|Mount Airy|GA|30563|34.5678|-83.4713|5373|Public relations account executive|1964-11-13|347934532667|adults_50up_female_urban.json
184-20-7709|5143318751097927|Andrea|Fields|F|0344 Silva Inlet|Portland|OR|97229|45.5483|-122.8276|841711|Mental health nurse|1954-03-01|844495801115|adults_50up_female_urban.json
261-72-8865|4192134249128965|Erin|Ingram|F|973 Aaron Fort Apt. 192|Brooklyn|NY|11204|40.6179|-73.9856|2504700|Customer service manager|1971-09-20|520398932410|adults_50up_female_urban.json
332-10-0856|4675481386667545|Sara|Stewart|F|324 Mary Points|Wallace|SC|29596|34.7307|-79.8011|2424|Private music teacher|1971-01-04|762314146965|adults_50up_female_rural.json
702-16-9141|6520575639836526|Timothy|Cowan|M|5830 Murphy Land|Tulsa|OK|74133|36.0467|-95.8841|413574|Forensic scientist|1980-07-10|665775741850|adults_2550_male_urban.json
035-83-4505|4604409079772781|Robert|Johnson|M|222 Robert Vista|Algonquin|IL|60102|42.1641|-88.3064|32193|Communications engineer|1988-04-16|485572028745|adults_2550_male_urban.json
728-08-5149|2704390552958068|Jason|Contreras|M|38241 Scott Harbor|Washington|DC|20009|38.9202|-77.0375|601723|Transport planner|1965-09-09|756767582811|adults_50up_male_urban.json
420-23-0053|4851579197111212590|Mark|Smith|M|35713 Hood Row|Raleigh|NC|27606|35.7645|-78.7112|489514|Engineer, aeronautical|1995-03-13|832138782905|adults_2550_male_urban.json
318-07-6215|3524295633432445|Michael|Baker|M|9558 Gallegos Spur Apt. 096|San Pedro|CA|90732|33.742|-118.3121|80777|Designer, furniture|1994-07-07|625080730349|adults_2550_male_urban.json
720-56-5684|4358841834374016|Kelly|Welch|F|79559 Barrett Bypass Suite 150|Whittier|CA|90601|34.0011|-118.0371|189948|Designer, interior/spatial|1978-03-03|521500975371|adults_2550_female_urban.json
345-83-1642|4427820797996673|Sandra|King|F|576 Williams Wells Apt. 816|Tiptonville|TN|38079|36.3846|-89.4649|5577|Physiological scientist|2000-05-22|295382391974|young_adults_female_urban.json
411-76-0468|4498392250142579|James|Murray|M|24412 Michaela Mews|Lake Forest|CA|92630|33.6437|-117.6868|59182|Chemical engineer|1981-08-25|269398105887|adults_2550_male_urban.json
702-72-6132|675925178633|Susan|Barnett|F|316 Lucas Dale Suite 546|San Antonio|TX|78230|29.5407|-98.5521|1595797|Therapist, speech and language|1974-03-30|585807126672|adults_2550_female_urban.json
356-63-9609|569235558099|Linda|Sanders|F|327 Bradley Hollow|Memphis|TN|38128|35.2213|-89.9413|697385|Presenter, broadcasting|1969-06-09|369765976700|adults_50up_female_urban.json
670-24-6975|4467046226817154|Michael|Garcia|M|25298 Parks Branch Suite 660|Cherryville|NC|28021|35.3747|-81.3509|13612|Immunologist|1988-01-25|285293121891|adults_2550_male_urban.json
119-78-7378|180075851268619|Brittany|Rogers|F|89760 Campbell Crossing Suite 750|San Jose|CA|95129|37.3066|-122.0002|973849|Tour manager|1960-07-29|406674938298|adults_50up_female_urban.json
436-44-4853|676142456075|Erika|Fields|F|0863 Christopher Court|Cleveland|OH|44143|41.5592|-81.4828|769341|Computer games developer|2003-08-01|162035318102|young_adults_female_urban.json
506-56-4501|379389701550295|William|Little|M|8154 Morales Ferry|King Of Prussia|PA|19406|40.0956|-75.3737|23441|Furniture designer|1952-07-14|720358760888|adults_50up_male_urban.json
857-56-1908|4498830597367|Donald|Barker|M|8096 Erika Groves|Alexandria|VA|22304|38.8149|-77.121|321490|Accountant, chartered public finance|1970-09-12|229382103465|adults_50up_male_urban.json
801-54-2127|4795133053194979696|Gary|Price|M|5557 Steven Summit|Owatonna|MN|55060|44.0805|-93.2191|28911|Research scientist (physical sciences)|1988-08-20|585020232980|adults_2550_male_urban.json
690-50-4190|6011917851385442|Paul|Hayes|M|29929 Cunningham Mall Apt. 487|Charlestown|IN|47111|38.4568|-85.6606|14533|Farm manager|1931-10-13|144042863875|adults_50up_male_urban.json
622-16-1589|6011319422686533|Jennifer|Greene|F|1588 Perez Lodge Suite 747|Goddard|KS|67052|37.6575|-97.5364|8325|Designer, graphic|1969-11-15|961745872624|adults_50up_female_urban.json
410-37-0055|180072169666303|Malik|Taylor|M|960 Bishop Expressway|Fort Lauderdale|FL|33317|26.1122|-80.2264|711693|Teacher, adult education|2006-01-16|518082556633|young_adults_male_urban.json
380-03-9853|4883275327352417|Stephanie|Clark|F|3973 Teresa Parkway Apt. 952|Fairfax|VA|22033|38.8776|-77.3885|151929|Financial risk analyst|1978-02-04|792259168873|adults_2550_female_urban.json
008-96-0530|4876164819807709|Eileen|Ross|F|6876 Dale Vista|Charlotte|NC|28277|35.0552|-80.8195|790689|Garment/textile technologist|1941-05-17|909493428775|adults_50up_female_urban.json
772-15-2769|375237341517733|Peter|Peterson|M|7494 Kathleen Drive Suite 035|Shreveport|LA|71105|32.4589|-93.7143|228095|Surveyor, rural practice|1949-09-23|783241936602|adults_50up_male_urban.json
315-92-2594|3577422294643039|Lauren|Hernandez|F|5886 Montgomery Extension|Adairsville|GA|30103|34.3595|-84.9176|14781|Local government officer|1966-11-28|170269045784|adults_50up_female_urban.json
874-65-5150|180067287276019|Gordon|Parker|M|49135 Stevens Route|Fayetteville|NC|28312|34.9549|-78.7408|238602|Administrator, charities/voluntary organisations|1976-12-23|823946427847|adults_2550_male_urban.json
234-95-3319|346158148881070|Keith|Wright|M|233 Thompson Rest Suite 841|Waukegan|IL|60087|42.3989|-87.8554|98692|Energy manager|1987-10-31|913682726247|adults_2550_male_urban.json
136-67-4961|563399771804|Emma|Walters|F|1717 Cory Radial|Ladson|SC|29456|32.993|-80.1257|27864|Engineer, structural|1979-03-02|535145596871|adults_2550_female_urban.json
583-02-9531|6011739970469471|Lynn|Murphy|F|444 Matthew Springs Suite 712|Princeton|TX|75407|33.1555|-96.4981|14120|Ranger/warden|1947-03-16|347920342513|adults_50up_female_urban.json
482-64-2673|4641758231334848|Francisco|Moreno|M|493 Mario Fields|Oxford|MA|01540|42.1128|-71.8687|11291|Occupational hygienist|1974-05-03|188058626828|adults_2550_male_urban.json
625-85-2575|379643474524550|Sandra|Stewart|F|9660 Brown Lodge Suite 274|Keystone Heights|FL|32656|29.7976|-81.9899|14014|Advertising account executive|1979-05-16|776609686046|adults_2550_female_urban.json
214-85-4194|4056658833987411326|Gabriel|Castillo|M|67349 Brown Centers Suite 485|Brooklyn|NY|11230|40.6225|-73.965|2504700|Primary school teacher|1962-11-18|313204503271|adults_50up_male_urban.json
484-18-1213|372294938173597|Kimberly|Guerrero|F|021 Krueger Lake Suite 325|Melbourne|FL|32935|28.1384|-80.6524|139650|Psychotherapist|1934-10-11|503489061585|adults_50up_female_urban.json
342-26-4244|4216667080850960851|Rachel|Vasquez|F|119 Terri Tunnel Apt. 828|Sequim|WA|98382|48.0881|-123.1198|26856|Chartered loss adjuster|1983-04-28|672026861824|adults_2550_female_urban.json
196-97-1198|4477251295786060|Kenneth|Smith|M|03562 Foley Prairie Suite 873|Philadelphia|PA|19148|39.9207|-75.1595|1526206|Teacher, special educational needs|1971-02-14|390521432741|adults_50up_male_urban.json
157-25-2430|4210890285159|Seth|Hebert|M|42643 Kelsey Burg|Weston|FL|33327|26.1136|-80.417|53915|Copywriter, advertising|1988-08-17|991611902837|adults_2550_male_urban.json
127-49-0417|30360776336911|Anna|Thompson|F|31795 Perry Fords|Alta Loma|CA|91701|34.1376|-117.5999|63716|Chemical engineer|1973-12-16|557485858302|adults_2550_female_urban.json
490-33-8336|2400666155416431|Zachary|Miller|M|0450 Melanie Fall Apt. 282|Bolingbrook|IL|60490|41.679|-88.1403|73374|Counselling psychologist|1968-03-30|518381379332|adults_50up_male_urban.json
063-77-3438|3559626228225125|Alvin|Harris|M|549 Johnson Burg Suite 070|Cleveland|OH|44127|41.4701|-81.649|769341|Cytogeneticist|1963-04-29|450600381837|adults_50up_male_urban.json
553-49-9806|3521053161177681|Jeremiah|Vincent|M|7742 Douglas Lakes|Cincinnati|OH|45240|39.2851|-84.5288|795220|Visual merchandiser|1948-07-31|788849908535|adults_50up_male_urban.json
490-64-9360|4382231164912|Danielle|King|F|7988 Wolf Curve Suite 652|Ocean Springs|MS|39564|30.4404|-88.7801|56405|TEFL teacher|1955-04-12|38013675017|adults_50up_female_urban.json
648-07-3243|4203265097753962|Jodi|Lewis|F|714 Rogers Ferry Suite 578|Madison|WI|53704|43.1205|-89.3523|272940|Programmer, multimedia|1984-02-05|105927843901|adults_2550_female_urban.json
877-44-8505|4560821371184254762|Kristen|Ayers|F|8323 James Summit|Reno|NV|89506|39.6412|-119.8735|276896|Manufacturing systems engineer|1977-09-23|659387322373|adults_2550_female_urban.json
577-68-8603|639085838253|Christopher|Becker|M|289 Garrison Harbors|Williamstown|WV|26187|39.3824|-81.4566|5982|Artist|1997-03-01|442162154842|adults_2550_male_urban.json
400-67-6902|38524014843994|Tyler|Brown|M|27236 Debbie Lock Apt. 351|Ames|IA|50010|42.0379|-93.6003|62905|Equities trader|1961-02-01|151510202090|adults_50up_male_urban.json
127-93-9600|4372450184819737|Mary|Evans|F|972 Nicole Throughway|Glen Mills|PA|19342|39.9015|-75.5049|18099|Licensed conveyancer|1975-08-28|300111851170|adults_2550_female_urban.json
391-33-1849|4692743811995372|Sara|Richmond|F|14448 Barnes Villages Suite 510|Browns Mills|NJ|08015|39.9597|-74.5655|20763|Chiropractor|1961-05-24|887825985336|adults_50up_female_urban.json
249-75-8110|4417899698601|Lindsay|Garza|F|113 Carpenter Station|Pomona|MO|65789|36.8441|-91.9137|2014|Trade mark attorney|1974-07-09|895164940732|adults_2550_female_rural.json
736-96-0654|377980660392059|Brett|Knapp|M|745 Gomez Gateway|Port Austin|MI|48467|44.0223|-82.9984|2337|Health and safety inspector|1964-05-25|860909044631|adults_50up_male_rural.json
333-59-4312|4885652715598355|Sandra|Garcia|F|659 Fowler Throughway|San Diego|CA|92128|33.0067|-117.069|1241364|Museum/gallery exhibitions officer|1984-08-17|288631032701|adults_2550_female_urban.json
360-44-7173|342501394884880|Cassandra|Montgomery|F|11964 Jennifer Place|Glen Ellyn|IL|60137|41.8661|-88.0648|37805|Manufacturing systems engineer|1983-07-07|147732945307|adults_2550_female_urban.json
107-95-4816|3553703824073336|Shaun|Alexander|M|04309 Massey Mall|Bellingham|WA|98225|48.749|-122.4887|117728|Surveyor, commercial/residential|2005-02-08|212893307017|young_adults_male_urban.json
191-67-9518|6545465535851251|Shannon|Andersen|F|921 Nichols Cove|Moncks Corner|SC|29461|33.1971|-80.0233|30141|Trade mark attorney|1978-01-11|791252480899|adults_2550_female_urban.json
735-90-9078|4490797796124|Alison|West|F|7215 Stephanie Harbor|Nocona|TX|76255|33.7982|-97.727|5411|Teacher, early years/pre|1948-11-08|802714479522|adults_50up_female_urban.json
731-77-8042|6011637484539864|Brianna|Ryan|F|90591 Christina Pines Suite 233|Chetek|WI|54728|45.317|-91.6542|6139|Tourist information centre manager|1928-12-08|836546818497|adults_50up_female_urban.json
856-24-0484|4151169666725215|Eric|Thompson|M|7124 Gonzalez Keys Apt. 571|Birmingham|AL|35211|33.4816|-86.859|493806|Scientist, research (physical sciences)|1966-02-06|22581940865|adults_50up_male_urban.json
063-72-0970|4120800564099513|Tyler|Lopez|M|83512 Berry Mill Apt. 827|Streamwood|IL|60107|42.0225|-88.169|39927|Airline pilot|1983-08-16|41326530154|adults_2550_male_urban.json
813-16-5107|4529821739295786713|Mary|Jones|F|2373 Williams Circle|Idaho Falls|ID|83406|43.4732|-111.9661|101543|Quantity surveyor|1963-04-16|926900789232|adults_50up_female_urban.json
725-97-9686|2615899886834520|Jerome|Gonzalez|M|6617 Travis Islands Suite 964|Sault Sainte Marie|MI|49783|46.4151|-84.2854|19668|Research scientist (medical)|1943-06-11|867550268238|adults_50up_male_urban.json
790-88-0904|213131499825087|Alfred|Rasmussen|M|58068 William Springs Apt. 317|Marblehead|MA|01945|42.4984|-70.8653|19808|Electronics engineer|1974-10-09|244350808753|adults_2550_male_urban.json
075-92-3336|30399006314033|Mary|Herman|F|63560 Donald Gateway Suite 694|Philadelphia|PA|19138|40.0568|-75.1569|1526206|Engineer, energy|1960-11-24|966111115187|adults_50up_female_urban.json
755-35-6705|3566643749060726|Mary|Walker|F|27128 Jackson Streets|Burke|VA|22015|38.7894|-77.2818|43102|Furniture conservator/restorer|1997-03-25|751427365638|adults_2550_female_urban.json
292-69-4694|4116318732807711309|Sandra|Lopez|F|69572 Harper Canyon|Gastonia|NC|28054|35.2495|-81.133|102620|Retail manager|1964-07-19|842625207503|adults_50up_female_urban.json
743-41-0717|3525425730662482|Amy|White|F|7071 Carolyn Heights|West Covina|CA|91792|34.0229|-117.8975|108175|Surveyor, hydrographic|2001-02-28|155310733306|young_adults_female_urban.json
326-08-1825|4688092550213068|April|Brown|F|130 Andrew View Suite 964|Durango|CO|81301|37.2874|-107.8617|36051|Warden/ranger|1980-08-13|495582391252|adults_2550_female_urban.json
700-63-4097|377278532426423|Jacob|Smith|M|07683 Martinez Road Suite 366|Monsey|NY|10952|41.1163|-74.0736|38917|Pensions consultant|1969-02-01|805137067006|adults_50up_male_urban.json
455-50-7595|375628333393952|Steven|Kelley|M|4362 Rodriguez Run Suite 496|Pemberton|NJ|08068|39.9712|-74.6676|6727|Arts development officer|1980-05-23|237079659617|adults_2550_male_urban.json
565-21-6297|180027036924921|Martin|Andrews|M|65732 Stewart Track|Raleigh|NC|27613|35.8949|-78.7051|489514|Video editor|1989-06-28|809732710217|adults_2550_male_urban.json
897-05-1591|5300051553234153|Marcus|Stewart|M|5244 Leah Estate Apt. 261|Apopka|FL|32703|28.6354|-81.4888|87976|Site engineer|1927-05-15|682514247234|adults_50up_male_urban.json
163-72-9050|4431271026767200|Laurie|Huerta|F|9927 Tara Skyway Suite 515|Oaklyn|NJ|08107|39.908|-75.0849|13675|Broadcast presenter|1965-12-09|146790108627|adults_50up_female_urban.json
308-87-6450|4354159709962540|Corey|Ramirez|M|5203 Baker Meadows|Palmyra|NE|68418|40.705|-96.3999|1070|Leisure centre manager|1973-03-26|296526499506|adults_2550_male_rural.json
470-85-1315|342909046376603|Melissa|Nelson|F|5866 Anderson Key Suite 837|Lewiston|ID|83501|46.3646|-116.8609|34230|Herbalist|1956-05-06|91339663037|adults_50up_female_urban.json
688-11-5221|213102131251297|Rebecca|Maxwell|F|05912 Welch Isle|Portland|OR|97229|45.5483|-122.8276|841711|Claims inspector/assessor|1940-04-22|135774933611|adults_50up_female_urban.json
722-18-3269|3521106330165837|Karen|Gonzalez|F|274 Scott Parkways Apt. 123|Fairfield|IA|52556|41.0039|-91.9576|13332|General practice doctor|1939-11-29|962690689055|adults_50up_female_urban.json
590-25-2032|3532532694968432|Jeffery|Summers|M|044 Calvin Circles|South Portland|ME|04106|43.6318|-70.2709|25175|Research officer, political party|1984-06-10|993615872991|adults_2550_male_urban.json
635-97-7047|2401595919457572|Jacqueline|Evans|F|8339 Brad Knoll Suite 775|Dallas|TX|75243|32.9103|-96.7285|1263321|Operational researcher|1932-01-20|955473989023|adults_50up_female_urban.json
464-20-2328|3560256265062293|Theresa|Robinson|F|7245 Andrew Lock|Crosby|TX|77532|29.9249|-95.0578|26236|Designer, interior/spatial|1965-10-20|911836684356|adults_50up_female_urban.json
285-30-3113|38662705115791|Dylan|Young|M|67042 Mccoy Spur Suite 919|Denver|CO|80223|39.7002|-105.0028|990452|Conservation officer, nature|1955-09-09|311512417720|adults_50up_male_urban.json
743-48-2100|371075633535748|Justin|Ray|M|325 Jean Ridge Apt. 379|Lawton|OK|73507|34.6246|-98.3895|93591|Psychotherapist, dance movement|1996-08-10|21004782621|adults_2550_male_urban.json
524-13-6294|4187794176342504|Kara|Walker|F|5978 Kristen Island|Thornton|KY|41855|37.1906|-82.7851|696|Radio producer|1969-08-31|347829148680|adults_50up_female_rural.json
550-26-3084|3540388436604433|Charles|Johnson|M|57276 Brittney Trace Suite 147|Troy|MO|63379|39.0012|-90.9624|23348|Health and safety adviser|1948-07-29|773943574861|adults_50up_male_urban.json
465-37-2669|3550105875256807|Mark|Lucas|M|59045 Nicole Centers Apt. 711|Fort Wayne|IN|46808|41.0939|-85.1621|305409|Counselling psychologist|1954-08-20|112320137593|adults_50up_male_urban.json
168-92-3851|2285516517680861|Martin|Foster|M|137 Darius Ways|Belmont|NC|28012|35.244|-81.044|20048|Games developer|1983-10-14|262969664109|adults_2550_male_urban.json
661-88-9138|501837003323|Troy|Taylor|M|6608 Vasquez Skyway Suite 810|South Burlington|VT|05403|44.4513|-73.1796|17593|Engineer, communications|1998-12-03|41187313288|young_adults_male_urban.json
236-75-8053|581958263286|Adam|Burton|M|8586 Mary Throughway Suite 535|Riverton|NJ|08077|40.002|-74.9952|18307|Gaffer|1991-02-08|130535362395|adults_2550_male_urban.json
293-58-0473|36321061339436|Stephen|Meyers|M|0394 William Inlet Apt. 325|Wichita|KS|67203|37.7048|-97.3638|409656|Engineer, maintenance|1988-02-17|428293890109|adults_2550_male_urban.json
469-51-9861|4789431910090048|Timothy|Turner|M|921 Micheal Rue Apt. 651|Haines City|FL|33844|28.0758|-81.5929|33804|Health service manager|1956-02-20|719052631553|adults_50up_male_urban.json
305-99-0574|2262473107201137|Jordan|Tanner|F|0971 Jason Locks Suite 007|Goshen|UT|84633|40.0297|-111.7641|1048|Podiatrist|1993-10-05|514667869039|adults_2550_female_rural.json
180-02-9450|676314473403|Megan|Richmond|F|70096 Conner Stravenue|Clinton|MO|64735|38.4018|-93.785|13258|Art gallery manager|2001-01-12|400662540142|young_adults_female_urban.json
613-48-7476|30255882556297|Jennifer|Mcdonald|F|2786 Ali Corners Suite 255|West Warwick|RI|02893|41.7004|-71.5183|29630|Psychologist, prison and probation services|1956-01-03|826569757851|adults_50up_female_urban.json
883-88-2692|588295829232|Roger|Sanders|M|88081 Jonathan Plaza Apt. 357|Brooklyn|NY|11224|40.5767|-73.9884|2504700|Commercial horticulturist|1977-05-07|804556841663|adults_2550_male_urban.json
562-51-8571|4395613723081720|Sydney|Neal|F|64381 Andrew Burgs Suite 132|Cleveland|OH|44104|41.4809|-81.6245|769341|Building surveyor|1959-09-13|275165763588|adults_50up_female_urban.json
122-55-5858|4094565346997993|Amanda|Henry|F|5504 Callahan Lights|Muskegon|MI|49442|43.2329|-86.1885|128715|Solicitor|1955-05-26|110680394106|adults_50up_female_urban.json
706-76-5752|4060717481131769|Nicole|Allen|F|54873 Davis Spur Apt. 908|Atlanta|GA|30307|33.7691|-84.336|900273|Producer, television/film/video|1992-05-20|550052594447|adults_2550_female_urban.json
